DOUTL,YOB,NKID,SINC,DAINC,RES,AES,BAD,RES(binary),AES(binary),KIDS
0.0,63.0,0.0,0.0,20250.0,O,V,1.0,1,1,0
808.0,50.0,2.0,0.0,52500.0,O,P,0.0,1,1,1
0.0,46.0,2.0,2800.0,61500.0,O,P,0.0,1,1,1
668.0,48.0,0.0,0.0,20220.0,O,P,1.0,1,1,0
800.0,60.0,0.0,0.0,30000.0,P,P,0.0,0,1,0
224.0,35.0,0.0,0.0,28152.0,O,P,0.0,1,1,0
668.0,61.0,0.0,0.0,25500.0,P,P,1.0,0,1,0
464.0,46.0,1.0,0.0,51000.0,O,P,0.0,1,1,1
0.0,63.0,0.0,0.0,31500.0,O,P,0.0,1,1,0
0.0,67.0,0.0,0.0,18000.0,P,T,0.0,0,0,0
0.0,27.0,0.0,768.0,0.0,F,R,1.0,0,1,0
88.0,54.0,2.0,0.0,31500.0,O,V,1.0,1,1,1
0.0,44.0,0.0,17800.0,30000.0,O,P,0.0,1,1,0
348.0,53.0,1.0,0.0,52500.0,O,P,0.0,1,1,1
0.0,68.0,0.0,0.0,5703.0,F,T,0.0,0,0,0
0.0,38.0,0.0,0.0,16248.0,U,R,0.0,0,1,0
0.0,14.0,0.0,0.0,9900.0,O,R,0.0,1,1,0
0.0,69.0,0.0,0.0,7500.0,P,T,1.0,0,0,0
600.0,28.0,0.0,0.0,33000.0,O,E,1.0,1,1,0
0.0,66.0,0.0,0.0,5715.0,F,T,0.0,0,0,0
228.0,59.0,0.0,0.0,36000.0,O,P,1.0,1,1,0
0.0,68.0,0.0,0.0,15900.0,P,V,0.0,0,1,0
0.0,63.0,0.0,0.0,18300.0,F,P,0.0,0,1,0
0.0,16.0,0.0,0.0,0.0,O,R,0.0,1,1,0
0.0,65.0,0.0,0.0,15000.0,P,V,0.0,0,1,0
0.0,35.0,0.0,0.0,13500.0,U,P,0.0,0,1,0
0.0,27.0,0.0,0.0,18000.0,O,R,0.0,1,1,0
0.0,47.0,2.0,0.0,19500.0,U,P,0.0,0,1,1
0.0,54.0,0.0,0.0,33000.0,F,V,1.0,0,1,0
0.0,55.0,2.0,0.0,0.0,N,P,1.0,0,1,1
280.0,41.0,1.0,4000.0,33000.0,U,P,1.0,0,1,1
0.0,55.0,0.0,9000.0,10545.0,O,P,1.0,1,1,0
320.0,46.0,0.0,0.0,30000.0,O,P,0.0,1,1,0
0.0,63.0,0.0,0.0,21000.0,P,P,0.0,0,1,0
0.0,56.0,0.0,0.0,9464.0,O,E,0.0,1,1,0
0.0,52.0,0.0,0.0,60000.0,O,P,0.0,1,1,0
0.0,57.0,1.0,0.0,0.0,O,W,1.0,1,0,1
0.0,64.0,0.0,0.0,24327.0,P,V,0.0,0,1,0
0.0,22.0,0.0,2200.0,58500.0,O,E,1.0,1,1,0
204.0,55.0,2.0,0.0,45000.0,O,P,0.0,1,1,1
0.0,38.0,0.0,5600.0,42000.0,O,V,0.0,1,1,0
0.0,45.0,1.0,0.0,42000.0,O,P,1.0,1,1,1
240.0,46.0,1.0,2500.0,33000.0,O,P,0.0,1,1,1
0.0,42.0,0.0,1230.0,39000.0,O,P,1.0,1,1,0
60.0,66.0,0.0,0.0,21600.0,F,P,1.0,0,1,0
200.0,57.0,0.0,0.0,40500.0,O,V,0.0,1,1,0
240.0,50.0,2.0,0.0,39000.0,O,M,0.0,1,1,1
540.0,30.0,0.0,2000.0,24000.0,O,B,1.0,1,1,0
0.0,66.0,0.0,0.0,5700.0,P,T,0.0,0,0,0
0.0,62.0,0.0,0.0,60464.0,N,V,0.0,0,1,0
0.0,68.0,0.0,0.0,0.0,P,T,1.0,0,0,0
0.0,62.0,0.0,0.0,18009.0,F,P,0.0,0,1,0
800.0,50.0,2.0,34000.0,54000.0,O,V,0.0,1,1,1
0.0,18.0,0.0,0.0,27000.0,O,E,0.0,1,1,0
580.0,63.0,0.0,0.0,30000.0,P,P,0.0,0,1,0
0.0,64.0,0.0,0.0,9600.0,P,P,0.0,0,1,0
220.0,64.0,0.0,0.0,22080.0,O,P,0.0,1,1,0
0.0,50.0,0.0,0.0,47400.0,O,V,0.0,1,1,0
0.0,52.0,0.0,0.0,0.0,O,E,1.0,1,1,0
0.0,55.0,0.0,8000.0,21000.0,O,V,0.0,1,1,0
0.0,65.0,0.0,0.0,13065.0,P,P,0.0,0,1,0
0.0,62.0,0.0,0.0,24327.0,O,V,0.0,1,1,0
0.0,55.0,2.0,17000.0,0.0,O,W,0.0,1,0,1
700.0,53.0,3.0,10000.0,13500.0,O,P,0.0,1,1,1
0.0,52.0,2.0,1000.0,9464.0,O,P,0.0,1,1,1
0.0,50.0,0.0,9473.0,36000.0,O,V,0.0,1,1,0
0.0,28.0,0.0,0.0,14400.0,O,P,0.0,1,1,0
0.0,66.0,0.0,0.0,26100.0,F,P,0.0,0,1,0
0.0,64.0,0.0,0.0,0.0,P,T,0.0,0,0,0
0.0,20.0,0.0,0.0,0.0,U,R,0.0,0,1,0
104.0,52.0,2.0,2500.0,32403.0,O,V,0.0,1,1,1
140.0,21.0,0.0,0.0,0.0,O,R,1.0,1,1,0
0.0,43.0,3.0,1872.0,21000.0,U,P,1.0,0,1,1
0.0,54.0,1.0,0.0,30000.0,O,P,0.0,1,1,1
480.0,46.0,3.0,10500.0,30000.0,O,V,0.0,1,1,1
0.0,69.0,0.0,0.0,0.0,F,T,1.0,0,0,0
0.0,67.0,0.0,0.0,16929.0,P,M,0.0,0,1,0
0.0,39.0,0.0,0.0,0.0,U,V,0.0,0,1,0
100.0,41.0,2.0,0.0,27000.0,U,P,0.0,0,1,1
0.0,64.0,0.0,0.0,22500.0,P,V,0.0,0,1,0
180.0,59.0,1.0,16000.0,15000.0,O,V,0.0,1,1,1
0.0,58.0,2.0,0.0,0.0,U,W,1.0,0,0,1
0.0,54.0,0.0,0.0,21687.0,O,P,0.0,1,1,0
200.0,65.0,0.0,0.0,0.0,F,M,0.0,0,1,0
436.0,57.0,0.0,0.0,28500.0,O,V,0.0,1,1,0
0.0,68.0,0.0,0.0,9000.0,P,T,0.0,0,0,0
0.0,55.0,3.0,4000.0,60000.0,O,V,0.0,1,1,1
0.0,53.0,0.0,10200.0,33000.0,O,P,0.0,1,1,0
0.0,25.0,2.0,0.0,18928.0,O,P,0.0,1,1,1
200.0,34.0,1.0,2000.0,36000.0,U,V,0.0,0,1,1
0.0,36.0,2.0,0.0,0.0,O,V,1.0,1,1,1
0.0,12.0,0.0,0.0,0.0,O,R,1.0,1,1,0
0.0,57.0,0.0,0.0,18928.0,O,P,0.0,1,1,0
0.0,63.0,0.0,0.0,19425.0,F,V,0.0,0,1,0
0.0,3.0,0.0,0.0,0.0,O,R,1.0,1,1,0
0.0,69.0,0.0,0.0,0.0,F,T,1.0,0,0,0
0.0,66.0,0.0,0.0,17010.0,P,P,0.0,0,1,0
320.0,39.0,0.0,1440.0,25500.0,U,V,0.0,0,1,0
0.0,62.0,0.0,0.0,6000.0,F,T,0.0,0,0,0
280.0,56.0,1.0,0.0,33000.0,U,P,0.0,0,1,1
0.0,36.0,0.0,0.0,15000.0,O,P,0.0,1,1,0
0.0,34.0,2.0,0.0,11520.0,O,E,1.0,1,1,1
0.0,50.0,4.0,0.0,21000.0,F,T,0.0,0,0,1
0.0,64.0,1.0,0.0,15000.0,O,P,0.0,1,1,1
0.0,42.0,1.0,0.0,30600.0,O,P,1.0,1,1,1
0.0,65.0,0.0,0.0,18000.0,U,V,0.0,0,1,0
0.0,68.0,0.0,0.0,5859.0,N,T,1.0,0,0,0
0.0,68.0,0.0,0.0,0.0,P,T,0.0,0,0,0
240.0,55.0,1.0,1800.0,36000.0,O,B,0.0,1,1,1
0.0,63.0,0.0,0.0,27000.0,F,P,0.0,0,1,0
0.0,26.0,0.0,0.0,0.0,N,R,1.0,0,1,0
320.0,58.0,0.0,0.0,34956.0,O,P,0.0,1,1,0
0.0,51.0,2.0,0.0,0.0,O,P,1.0,1,1,1
0.0,48.0,2.0,9500.0,9464.0,O,P,0.0,1,1,1
0.0,68.0,0.0,0.0,0.0,P,T,0.0,0,0,0
0.0,43.0,0.0,0.0,15858.0,N,P,0.0,0,1,0
0.0,49.0,3.0,2400.0,21600.0,U,P,0.0,0,1,1
0.0,33.0,1.0,8056.0,50484.0,O,V,0.0,1,1,1
0.0,55.0,0.0,0.0,51000.0,P,P,0.0,0,1,0
0.0,31.0,0.0,0.0,0.0,U,P,0.0,0,1,0
0.0,46.0,1.0,0.0,45000.0,O,V,1.0,1,1,1
0.0,59.0,0.0,17000.0,21000.0,O,V,1.0,1,1,0
0.0,62.0,0.0,0.0,30000.0,P,P,0.0,0,1,0
0.0,65.0,0.0,0.0,0.0,P,U,0.0,0,0,0
0.0,39.0,0.0,0.0,23232.0,U,V,0.0,0,1,0
0.0,67.0,0.0,0.0,7290.0,P,P,0.0,0,1,0
80.0,60.0,2.0,4500.0,0.0,O,W,0.0,1,0,1
920.0,46.0,2.0,0.0,45000.0,O,E,0.0,1,1,1
0.0,11.0,0.0,0.0,0.0,O,R,1.0,1,1,0
0.0,54.0,2.0,3300.0,42000.0,O,V,0.0,1,1,1
0.0,29.0,1.0,0.0,36000.0,O,E,1.0,1,1,1
0.0,56.0,1.0,0.0,24464.0,O,P,0.0,1,1,1
1080.0,49.0,3.0,0.0,42000.0,N,P,1.0,0,1,1
0.0,67.0,0.0,0.0,7200.0,F,T,0.0,0,0,0
0.0,67.0,1.0,0.0,21750.0,U,P,0.0,0,1,1
0.0,66.0,0.0,0.0,16500.0,F,P,0.0,0,1,0
0.0,44.0,2.0,3000.0,18000.0,O,P,0.0,1,1,1
0.0,62.0,0.0,8970.0,18474.0,O,B,0.0,1,1,0
200.0,61.0,0.0,0.0,18900.0,N,P,0.0,0,1,0
528.0,61.0,0.0,0.0,28254.0,P,V,1.0,0,1,0
508.0,63.0,0.0,6000.0,25500.0,U,P,0.0,0,1,0
0.0,30.0,0.0,0.0,13800.0,O,P,0.0,1,1,0
0.0,57.0,0.0,0.0,18765.0,N,P,0.0,0,1,0
0.0,58.0,1.0,14000.0,9000.0,O,N,1.0,1,0,1
0.0,10.0,1.0,0.0,22500.0,O,R,0.0,1,1,1
1048.0,48.0,0.0,0.0,29739.0,N,V,0.0,0,1,0
0.0,58.0,0.0,0.0,33600.0,P,P,0.0,0,1,0
0.0,19.0,0.0,0.0,0.0,U,R,0.0,0,1,0
248.0,52.0,2.0,0.0,12048.0,O,V,0.0,1,1,1
0.0,29.0,0.0,0.0,15600.0,O,V,1.0,1,1,0
0.0,26.0,0.0,2700.0,60150.0,O,R,0.0,1,1,0
0.0,65.0,0.0,0.0,21000.0,P,P,0.0,0,1,0
0.0,60.0,0.0,0.0,14400.0,P,U,0.0,0,0,0
0.0,62.0,0.0,8000.0,24000.0,O,P,0.0,1,1,0
600.0,39.0,3.0,3000.0,42000.0,O,E,1.0,1,1,1
0.0,62.0,0.0,0.0,24600.0,O,P,0.0,1,1,0
0.0,38.0,0.0,3000.0,22500.0,O,E,0.0,1,1,0
0.0,57.0,2.0,0.0,31500.0,O,V,0.0,1,1,1
0.0,55.0,0.0,0.0,40500.0,O,P,1.0,1,1,0
0.0,26.0,0.0,0.0,15928.0,O,E,0.0,1,1,0
100.0,54.0,1.0,0.0,36000.0,O,P,0.0,1,1,1
100.0,42.0,0.0,0.0,34947.0,O,V,1.0,1,1,0
160.0,52.0,2.0,2500.0,22500.0,O,P,0.0,1,1,1
0.0,62.0,1.0,1479.0,23400.0,U,P,0.0,0,1,1
0.0,24.0,0.0,0.0,60000.0,N,R,1.0,0,1,0
0.0,52.0,0.0,0.0,48000.0,O,P,0.0,1,1,0
0.0,64.0,0.0,0.0,24192.0,O,P,1.0,1,1,0
0.0,55.0,2.0,0.0,30000.0,O,E,0.0,1,1,1
360.0,53.0,3.0,0.0,42000.0,O,P,0.0,1,1,1
152.0,39.0,3.0,3600.0,36000.0,O,P,0.0,1,1,1
0.0,48.0,0.0,0.0,35271.0,O,P,1.0,1,1,0
0.0,63.0,0.0,0.0,25500.0,P,V,0.0,0,1,0
0.0,58.0,0.0,0.0,30900.0,F,B,0.0,0,1,0
0.0,18.0,0.0,0.0,9630.0,U,R,0.0,0,1,0
0.0,8.0,0.0,10313.0,36855.0,O,R,0.0,1,1,0
0.0,68.0,0.0,0.0,0.0,P,P,0.0,0,1,0
0.0,19.0,0.0,104.0,24000.0,O,R,0.0,1,1,0
308.0,44.0,0.0,0.0,48000.0,O,P,0.0,1,1,0
0.0,43.0,0.0,0.0,9360.0,F,V,0.0,0,1,0
0.0,60.0,0.0,0.0,25500.0,F,B,1.0,0,1,0
300.0,56.0,2.0,0.0,37500.0,U,V,1.0,0,1,1
0.0,64.0,0.0,0.0,17739.0,F,P,0.0,0,1,0
0.0,30.0,0.0,0.0,13140.0,O,R,1.0,1,1,0
0.0,51.0,1.0,20000.0,12600.0,O,P,0.0,1,1,1
0.0,46.0,2.0,20000.0,42000.0,O,P,0.0,1,1,1
0.0,99.0,0.0,0.0,21000.0,N,Z,0.0,0,0,0
0.0,66.0,0.0,0.0,28800.0,P,P,0.0,0,1,0
0.0,69.0,0.0,0.0,0.0,P,T,0.0,0,0,0
240.0,52.0,2.0,0.0,33000.0,U,P,1.0,0,1,1
0.0,21.0,0.0,0.0,24000.0,O,R,0.0,1,1,0
580.0,32.0,1.0,3000.0,18464.0,O,P,0.0,1,1,1
500.0,60.0,0.0,0.0,23850.0,O,P,1.0,1,1,0
0.0,67.0,0.0,0.0,0.0,P,T,0.0,0,0,0
0.0,11.0,0.0,0.0,0.0,N,Z,1.0,0,0,0
0.0,30.0,0.0,0.0,9464.0,O,E,1.0,1,1,0
156.0,60.0,0.0,0.0,24300.0,O,V,0.0,1,1,0
316.0,50.0,2.0,2200.0,45000.0,O,V,0.0,1,1,1
0.0,24.0,0.0,0.0,30000.0,O,E,1.0,1,1,0
0.0,57.0,0.0,0.0,24000.0,O,E,1.0,1,1,0
0.0,28.0,0.0,0.0,0.0,U,R,0.0,0,1,0
0.0,68.0,0.0,0.0,0.0,N,T,0.0,0,0,0
216.0,40.0,1.0,6000.0,45000.0,O,E,0.0,1,1,1
380.0,54.0,0.0,0.0,23646.0,O,P,0.0,1,1,0
0.0,62.0,0.0,10000.0,15000.0,O,P,0.0,1,1,0
0.0,44.0,1.0,0.0,30000.0,O,E,1.0,1,1,1
0.0,68.0,0.0,0.0,12000.0,P,P,1.0,0,1,0
0.0,63.0,0.0,0.0,18750.0,O,P,0.0,1,1,0
640.0,59.0,1.0,0.0,36000.0,O,V,0.0,1,1,1
0.0,38.0,0.0,0.0,0.0,N,P,0.0,0,1,0
560.0,58.0,0.0,10300.0,54000.0,O,P,0.0,1,1,0
0.0,52.0,2.0,0.0,25500.0,O,P,0.0,1,1,1
0.0,64.0,0.0,0.0,18300.0,P,P,0.0,0,1,0
0.0,38.0,1.0,0.0,25587.0,U,P,1.0,0,1,1
0.0,51.0,3.0,0.0,25641.0,N,P,1.0,0,1,1
240.0,39.0,3.0,0.0,43500.0,O,V,1.0,1,1,1
0.0,54.0,2.0,0.0,31200.0,U,P,0.0,0,1,1
0.0,50.0,2.0,2671.0,31260.0,O,V,0.0,1,1,1
0.0,50.0,2.0,7518.0,27000.0,O,P,0.0,1,1,1
0.0,53.0,2.0,1200.0,30000.0,O,P,0.0,1,1,1
0.0,62.0,0.0,0.0,15000.0,P,P,0.0,0,1,0
0.0,11.0,0.0,0.0,13500.0,O,R,0.0,1,1,0
0.0,41.0,0.0,0.0,33000.0,O,V,1.0,1,1,0
0.0,46.0,1.0,0.0,18928.0,O,P,0.0,1,1,1
0.0,68.0,0.0,0.0,13482.0,P,P,0.0,0,1,0
0.0,59.0,0.0,7195.0,19728.0,O,V,0.0,1,1,0
372.0,36.0,0.0,0.0,40392.0,O,V,0.0,1,1,0
0.0,38.0,0.0,0.0,10947.0,U,R,0.0,0,1,0
0.0,43.0,0.0,0.0,0.0,O,E,0.0,1,1,0
0.0,49.0,2.0,0.0,24464.0,O,P,0.0,1,1,1
228.0,32.0,0.0,5000.0,33000.0,O,P,1.0,1,1,0
400.0,33.0,2.0,1500.0,464.0,O,B,0.0,1,1,1
200.0,43.0,1.0,13500.0,9000.0,O,E,0.0,1,1,1
0.0,59.0,0.0,0.0,24300.0,O,V,1.0,1,1,0
428.0,59.0,0.0,0.0,30000.0,O,M,0.0,1,1,0
0.0,67.0,0.0,0.0,12537.0,P,V,0.0,0,1,0
1600.0,41.0,1.0,12400.0,52500.0,O,P,0.0,1,1,1
920.0,56.0,0.0,0.0,33000.0,P,V,1.0,0,1,0
0.0,66.0,0.0,0.0,26571.0,N,P,1.0,0,1,0
0.0,66.0,0.0,0.0,13260.0,P,P,0.0,0,1,0
0.0,69.0,0.0,0.0,15000.0,F,M,1.0,0,1,0
0.0,47.0,2.0,0.0,33000.0,O,P,0.0,1,1,1
320.0,57.0,0.0,0.0,42000.0,O,P,1.0,1,1,0
0.0,32.0,0.0,0.0,0.0,O,E,0.0,1,1,0
800.0,50.0,2.0,2000.0,48000.0,O,V,1.0,1,1,1
0.0,67.0,0.0,0.0,12300.0,P,P,0.0,0,1,0
0.0,68.0,0.0,0.0,13800.0,P,T,1.0,0,0,0
0.0,59.0,0.0,13000.0,25500.0,O,P,0.0,1,1,0
0.0,11.0,0.0,0.0,15000.0,O,R,1.0,1,1,0
0.0,33.0,0.0,14000.0,51000.0,O,V,0.0,1,1,0
0.0,42.0,0.0,10000.0,34800.0,O,P,0.0,1,1,0
216.0,42.0,0.0,0.0,19092.0,O,V,0.0,1,1,0
0.0,60.0,0.0,0.0,15390.0,P,V,0.0,0,1,0
0.0,44.0,2.0,5000.0,60000.0,O,M,1.0,1,1,1
0.0,32.0,0.0,0.0,22500.0,O,R,0.0,1,1,0
200.0,43.0,0.0,9500.0,23400.0,O,P,0.0,1,1,0
0.0,68.0,0.0,0.0,0.0,P,T,0.0,0,0,0
0.0,46.0,0.0,0.0,51996.0,O,P,1.0,1,1,0
0.0,48.0,2.0,1800.0,51000.0,O,V,0.0,1,1,1
0.0,35.0,0.0,2000.0,27000.0,U,P,0.0,0,1,0
0.0,63.0,0.0,0.0,21156.0,F,V,0.0,0,1,0
0.0,58.0,0.0,0.0,25800.0,F,V,0.0,0,1,0
0.0,58.0,0.0,0.0,18000.0,P,P,0.0,0,1,0
0.0,51.0,1.0,0.0,54000.0,O,P,0.0,1,1,1
0.0,67.0,0.0,0.0,0.0,N,T,0.0,0,0,0
0.0,57.0,1.0,11000.0,21741.0,O,V,1.0,1,1,1
0.0,37.0,0.0,0.0,54464.0,O,P,0.0,1,1,0
0.0,57.0,0.0,0.0,7800.0,F,E,1.0,0,1,0
0.0,57.0,1.0,0.0,54000.0,O,E,0.0,1,1,1
800.0,60.0,0.0,8000.0,36000.0,O,P,0.0,1,1,0
1040.0,47.0,0.0,0.0,12464.0,O,P,1.0,1,1,0
0.0,8.0,0.0,0.0,0.0,U,R,1.0,0,1,0
0.0,36.0,2.0,0.0,60000.0,O,P,0.0,1,1,1
156.0,55.0,0.0,10800.0,14832.0,O,V,0.0,1,1,0
0.0,69.0,0.0,0.0,5400.0,P,T,1.0,0,0,0
700.0,54.0,0.0,0.0,10214.0,O,P,1.0,1,1,0
0.0,44.0,2.0,15000.0,9000.0,O,P,1.0,1,1,1
0.0,49.0,1.0,0.0,0.0,U,W,0.0,0,0,1
512.0,52.0,0.0,0.0,42300.0,O,V,0.0,1,1,0
0.0,62.0,0.0,0.0,22500.0,F,P,1.0,0,1,0
560.0,46.0,3.0,0.0,30464.0,O,P,0.0,1,1,1
0.0,58.0,0.0,0.0,22500.0,O,P,1.0,1,1,0
0.0,68.0,0.0,6000.0,18000.0,F,V,1.0,0,1,0
360.0,44.0,2.0,1600.0,30000.0,N,E,0.0,0,1,1
0.0,58.0,2.0,0.0,18000.0,P,E,1.0,0,1,1
0.0,32.0,0.0,0.0,35847.0,U,P,0.0,0,1,0
0.0,59.0,0.0,0.0,45000.0,O,P,1.0,1,1,0
0.0,69.0,0.0,0.0,7488.0,P,P,0.0,0,1,0
0.0,59.0,3.0,0.0,24000.0,U,P,1.0,0,1,1
0.0,59.0,0.0,0.0,15300.0,N,V,1.0,0,1,0
276.0,59.0,1.0,2000.0,48000.0,O,P,0.0,1,1,1
0.0,65.0,0.0,4283.0,16092.0,U,V,0.0,0,1,0
0.0,37.0,1.0,1300.0,31500.0,U,P,0.0,0,1,1
0.0,59.0,0.0,6500.0,30000.0,O,B,0.0,1,1,0
0.0,30.0,0.0,40000.0,0.0,O,R,0.0,1,1,0
200.0,52.0,2.0,0.0,50256.0,O,P,0.0,1,1,1
0.0,68.0,0.0,0.0,0.0,P,T,1.0,0,0,0
0.0,65.0,0.0,0.0,15054.0,P,P,0.0,0,1,0
0.0,31.0,2.0,0.0,3928.0,F,P,0.0,0,1,1
0.0,65.0,0.0,0.0,6309.0,F,T,0.0,0,0,0
0.0,14.0,0.0,0.0,0.0,O,R,0.0,1,1,0
0.0,69.0,0.0,0.0,0.0,P,T,0.0,0,0,0
0.0,65.0,0.0,0.0,15000.0,P,P,0.0,0,1,0
264.0,63.0,0.0,0.0,30000.0,N,M,1.0,0,1,0
0.0,30.0,0.0,4670.0,27000.0,O,P,0.0,1,1,0
0.0,59.0,0.0,0.0,30699.0,P,V,0.0,0,1,0
416.0,51.0,2.0,2000.0,39000.0,O,V,0.0,1,1,1
760.0,43.0,2.0,0.0,24464.0,O,P,0.0,1,1,1
0.0,46.0,0.0,10800.0,20250.0,U,P,1.0,0,1,0
0.0,47.0,2.0,0.0,21000.0,O,B,1.0,1,1,1
0.0,64.0,0.0,0.0,0.0,P,T,0.0,0,0,0
0.0,58.0,0.0,3600.0,17493.0,U,P,0.0,0,1,0
0.0,59.0,1.0,4160.0,11700.0,O,P,1.0,1,1,1
0.0,30.0,0.0,3776.0,30000.0,O,V,0.0,1,1,0
0.0,66.0,0.0,0.0,27000.0,U,P,0.0,0,1,0
0.0,69.0,0.0,0.0,5700.0,F,T,0.0,0,0,0
0.0,34.0,1.0,0.0,9464.0,O,E,0.0,1,1,1
0.0,67.0,0.0,0.0,6000.0,P,T,0.0,0,0,0
96.0,64.0,0.0,0.0,16500.0,O,P,0.0,1,1,0
188.0,60.0,0.0,0.0,13284.0,N,P,0.0,0,1,0
0.0,67.0,0.0,0.0,12900.0,P,P,0.0,0,1,0
0.0,59.0,0.0,0.0,9464.0,F,P,0.0,0,1,0
0.0,40.0,0.0,1800.0,30000.0,O,P,1.0,1,1,0
0.0,57.0,1.0,0.0,16200.0,O,P,0.0,1,1,1
0.0,66.0,0.0,0.0,13500.0,P,P,0.0,0,1,0
0.0,19.0,0.0,0.0,12000.0,O,R,0.0,1,1,0
0.0,63.0,0.0,0.0,0.0,F,U,1.0,0,0,0
0.0,43.0,2.0,30000.0,37856.0,O,E,0.0,1,1,1
76.0,33.0,0.0,5162.0,32796.0,U,P,0.0,0,1,0
0.0,55.0,2.0,0.0,31500.0,O,V,0.0,1,1,1
0.0,47.0,0.0,0.0,27000.0,O,V,1.0,1,1,0
0.0,64.0,0.0,7800.0,19800.0,O,V,0.0,1,1,0
0.0,37.0,2.0,0.0,12464.0,F,M,0.0,0,1,1
0.0,58.0,0.0,0.0,22500.0,P,P,0.0,0,1,0
0.0,67.0,0.0,0.0,14400.0,N,M,1.0,0,1,0
0.0,43.0,0.0,4500.0,33000.0,O,P,0.0,1,1,0
0.0,61.0,0.0,0.0,30300.0,F,M,0.0,0,1,0
0.0,63.0,0.0,14000.0,24000.0,O,V,0.0,1,1,0
0.0,48.0,2.0,5500.0,3000.0,U,P,1.0,0,1,1
436.0,40.0,1.0,0.0,37440.0,O,E,1.0,1,1,1
0.0,56.0,1.0,0.0,30000.0,O,P,0.0,1,1,1
0.0,29.0,0.0,0.0,0.0,O,E,0.0,1,1,0
0.0,67.0,0.0,0.0,10500.0,P,T,0.0,0,0,0
0.0,69.0,0.0,0.0,13500.0,O,P,1.0,1,1,0
56.0,57.0,1.0,4500.0,22500.0,U,P,0.0,0,1,1
0.0,68.0,0.0,0.0,0.0,U,T,0.0,0,0,0
240.0,52.0,0.0,10200.0,36600.0,O,V,0.0,1,1,0
